实验名称,检测方法,模板文件,模板分区,字段位置,字段名称,原模板内容,输入类型,字段键
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R2C9,复测值/复测后平均（第1条）,,text,t7_r1_c8
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R2C10,单件判定（第1条）,□合格 □不合格,checkbox,t7_r1_c9
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R2C11,检测人员（第1条）,,text,t7_r1_c10
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R2C12,备注（第1条）,,text,t7_r1_c11
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R3C1,试样编号（第2条）,,text,t7_r2_c0
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R3C2,原打印面/方向确认（第2条）,□符合 □不符合,checkbox,t7_r2_c1
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R3C3,测量线1 Ra(μm)（第2条）,,text,t7_r2_c2
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R3C4,测量线2 Ra(μm)（第2条）,,text,t7_r2_c3
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R3C5,测量线3 Ra(μm)（第2条）,,text,t7_r2_c4
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R3C6,平均 Ra(μm（第2条）,,text,t7_r2_c5
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R3C7,测量方向/线位（第2条）,□平行纹理 □垂直纹理 □其他,checkbox,t7_r2_c6
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R3C8,原始数据文件编号（第2条）,,text,t7_r2_c7
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R3C9,复测值/复测后平均（第2条）,,text,t7_r2_c8
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R3C10,单件判定（第2条）,□合格 □不合格,checkbox,t7_r2_c9
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R3C11,检测人员（第2条）,,text,t7_r2_c10
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R3C12,备注（第2条）,,text,t7_r2_c11
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R4C1,试样编号（第3条）,,text,t7_r3_c0
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R4C2,原打印面/方向确认（第3条）,□符合 □不符合,checkbox,t7_r3_c1
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R4C3,测量线1 Ra(μm)（第3条）,,text,t7_r3_c2
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R4C4,测量线2 Ra(μm)（第3条）,,text,t7_r3_c3
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R4C5,测量线3 Ra(μm)（第3条）,,text,t7_r3_c4
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R4C6,平均 Ra(μm（第3条）,,text,t7_r3_c5
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R4C7,测量方向/线位（第3条）,□平行纹理 □垂直纹理 □其他,checkbox,t7_r3_c6
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R4C8,原始数据文件编号（第3条）,,text,t7_r3_c7
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R4C9,复测值/复测后平均（第3条）,,text,t7_r3_c8
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R4C10,单件判定（第3条）,□合格 □不合格,checkbox,t7_r3_c9
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R4C11,检测人员（第3条）,,text,t7_r3_c10
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R4C12,备注（第3条）,,text,t7_r3_c11
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R5C1,试样编号（第4条）,,text,t7_r4_c0
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R5C2,原打印面/方向确认（第4条）,□符合 □不符合,checkbox,t7_r4_c1
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R5C3,测量线1 Ra(μm)（第4条）,,text,t7_r4_c2
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R5C4,测量线2 Ra(μm)（第4条）,,text,t7_r4_c3
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R5C5,测量线3 Ra(μm)（第4条）,,text,t7_r4_c4
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R5C6,平均 Ra(μm（第4条）,,text,t7_r4_c5
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R5C7,测量方向/线位（第4条）,□平行纹理 □垂直纹理 □其他,checkbox,t7_r4_c6
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R5C8,原始数据文件编号（第4条）,,text,t7_r4_c7
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R5C9,复测值/复测后平均（第4条）,,text,t7_r4_c8
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R5C10,单件判定（第4条）,□合格 □不合格,checkbox,t7_r4_c9
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R5C11,检测人员（第4条）,,text,t7_r4_c10
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R5C12,备注（第4条）,,text,t7_r4_c11
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R6C1,试样编号（第5条）,,text,t7_r5_c0
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R6C2,原打印面/方向确认（第5条）,□符合 □不符合,checkbox,t7_r5_c1
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R6C3,测量线1 Ra(μm)（第5条）,,text,t7_r5_c2
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R6C4,测量线2 Ra(μm)（第5条）,,text,t7_r5_c3
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R6C5,测量线3 Ra(μm)（第5条）,,text,t7_r5_c4
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R6C6,平均 Ra(μm（第5条）,,text,t7_r5_c5
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R6C7,测量方向/线位（第5条）,□平行纹理 □垂直纹理 □其他,checkbox,t7_r5_c6
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R6C8,原始数据文件编号（第5条）,,text,t7_r5_c7
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R6C9,复测值/复测后平均（第5条）,,text,t7_r5_c8
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R6C10,单件判定（第5条）,□合格 □不合格,checkbox,t7_r5_c9
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R6C11,检测人员（第5条）,,text,t7_r5_c10
表面粗糙度试验,YY/T 1702,RECORD_R001_ROUGHNESS.docx,计算要求：每个试样记录3条相互平行、互不重叠且具有代表性的测量线Ra值，计算单个试样平均Ra。取样个数为软件单条轮廓内部的取样长度数量，不等同于每个试样的测量线数量。,表8-R6C12,备注（第5条）,,text,t7_r5_c11
